Date,APA,BA,BAX,BMY,CMCSA,CNP,CPB,DE,HPQ,JCI
2016-01-05,-0.0202569931982881,0.0040572820975099,0.0040353998057593,0.0196927695799968,0.0001794446457765,0.0093053503411342,0.0036778780380015,0.0057835851617653,0.0094830370264529,-0.0119534053578108
2016-01-06,-0.1148628905609049,-0.0158786135829743,0.0024119017663086,-0.017556421094271,-0.007726627785128,-0.0124730186462057,-0.0017358213472584,-0.0112388143081895,-0.03586696648338,-0.0095511699164163
2016-01-07,-0.0513889379260366,-0.041921858319351,-0.0165734033025538,-0.0276993711695152,-0.0110467102414397,-0.0197694058314632,-0.0122064764352677,-0.0088556465798246,-0.0460583010585277,-0.0253939313618821
2016-01-08,0.0027359243024582,-0.0227050430075087,-0.0160364958897333,-0.0254252089777807,0.0010984571206769,-0.0022407385222362,0.0057065614067552,-0.0164025372509797,-0.0176416774914095,-0.0016490469620447
2016-01-11,-0.0433831314816157,0.001692506812533,-0.0168511132681944,-0.010215146400038,0.0009147103769855,-0.0117913096803485,0.0056741813424914,0.005287252347905,0.0066162102645703,0.0003303880652778
2016-01-12,0.0102679080010992,0.0131324294050334,-0.0030906941880477,0.0073038102751814,0.0027412752964326,-0.0170454850579953,0.0404668392216209,0.0049901996001395,0.0159625643142271,0.0095776657548267
2016-01-13,0.0050817748043758,-0.0288053352380016,-0.0183199791154594,-0.034048036065426,-0.0240570146761665,-0.0132949433065453,-0.0129021459165538,-0.017444750165446,-0.0221812189228832,-0.0248613071961468
2016-01-14,0.0401688740400349,0.0084298149201555,0.0137811012711512,0.0363904164165405,0.0280112455755221,0.0328059418194666,0.0132602385899587,0.0051898506762222,0.0037806389615022,0.0137538186523658
2016-01-15,-0.0459086587620235,-0.0276316006065542,-0.00594737025743,-0.0114942974101845,-0.0210718868098322,-0.0187178061188133,-0.0093475507847301,-0.0065219523010274,-0.0480226035345543,0.0023164577595604
2016-01-19,-0.0240589067744377,0.00342265460807,0.0074076045188935,0.0068495384171702,0.0066802143994535,0.0115607905745376,0.0252874734953514,-0.0090260809405799,-0.0346190753072669,0.0075930593183406
2016-01-20,0.0111013220057532,-0.0310964358852506,-0.01696847405617,0.005378738625491,-0.0117967100367392,-0.0342856234135343,-0.004233494433004,-0.0063484194899257,-0.0215165066246099,-0.016328604421316
2016-01-21,0.0759894168702142,0.0103163323762278,0.0140966878989203,-0.0066090196170511,0.0132435191855979,0.0313609668309013,-0.0001846738751606,0.014305820390694,0.0408378964449385,0.0057010033543709
2016-01-22,0.0574653582949427,0.0098054949929138,0.0232621212516943,0.0201173765203999,0.0185934313592981,0.0200802783351825,0.0103528730984803,0.0216344489620068,-0.0140846018319907,0.0200068676842317
2016-01-25,-0.0495172953947271,-0.0048152370476622,-0.0005542029813272,-0.0229813802454162,-0.0202418168646038,-0.0382451054035068,-0.0007315437012401,-0.0379300987490626,-0.03163268437228,0.1163780574882391
2016-01-26,0.0160293722288498,0.0322553957703131,0.0135923803413795,-0.0036554708907885,0.0116213177320281,0.0157893750991255,0.0098882041222723,0.0249368447410074,0.0158059512366386,-0.0049784490333575
2016-01-27,0.0157774312120462,-0.089289732502491,-0.0010949396879395,-0.015632651073826,-0.0131291537590062,-0.0034544033345583,-0.0027196995802399,0.0008156223394282,-0.0020747129786118,-0.0105940934516638
2016-01-28,0.050996422652354,0.0122663164805536,-0.0219179237303289,-0.0089125228815841,-0.000185100321471,0.0132872625923035,0.0132726530031159,0.0160261836513821,-0.0145529144750775,-0.0041643089659835
2016-01-29,0.0477836751733877,0.0179644707111739,0.0252102510192444,0.0163504029558656,0.0295696192730035,0.0188142901160257,0.0122016964601723,0.0294080107905609,0.0242616102410855,0.0271801335505512
2016-02-01,-0.0404330229448117,0.0119037603747882,0.0185793928175681,-0.0215571337746791,0.001795354231415,0.0419696248905825,0.0079770349820531,-0.0027274796714334,0.0267764944602502,-0.0090144078466186
2016-02-02,-0.055609971490986,-0.0332345464607622,0.0179718809561006,-0.0320615737860833,-0.0218601947386408,-0.0107413679330415,-0.0096729030055052,-0.0289062049398324,-0.0090271207743838,-0.0096828831466909
2016-02-03,0.0697796089853899,0.0370150150045807,0.0081687301011728,0.0212330218759535,0.0595344895766629,0.0342022757902478,-0.0003550346674998,0.0111292105751317,-0.0232791629325129,0.0157038954609975
2016-02-04,-0.0121240104359159,0.0142773976164665,0.0007842145264989,-0.006985906524049,0.0063972059535815,-0.0052493521517464,-0.0168769908104209,0.0436280185457438,0.0217615031967766,0.0122521766791665
2016-02-05,-0.0414822352312754,-0.008494441796725,-0.0208936385524702,-0.0011726549597621,0.0206147967050089,-0.0052771918079805,0.0090352541409839,-0.0035576384503305,0.0050711185746958,0.0080691784453723
2016-02-08,-0.0376442215697879,-0.0252120893755199,-0.0397436336999239,0.0182793687922337,-0.0001681377652567,-0.0222812337564298,0.0069840257857547,-0.0172150705612377,-0.054490579917018,-0.0071472527863212
2016-02-09,-0.0532200564176028,-0.004938523904364,0.005277790046648,0.0049407858469969,-0.0200336412236042,0.0065110922121602,0.0174287685295144,0.0131049832631811,-0.0192099146443973,-0.0023030275280251
2016-02-10,-0.0070264048410594,-0.0121402730652629,0.0198951642879443,0.0009834018651428,-0.0412297569980933,-0.002156253279582,0.0118861324019001,-0.0085806644230036,0.0097930815835238,-0.0158731909847359
2016-02-11,-0.0268895449003595,-0.0680644648840758,-0.0279057829469882,-0.0255405860995072,0.0041207968563088,-0.0329826773092033,-0.0096737338760733,-0.0129180622594488,-0.028017422984981,-0.024926727857195
2016-02-12,0.0625368004615569,0.0017520327933278,0.0203457165920759,0.0114250160693014,0.0132048548584906,0.0181303880693339,0.0158733947624831,0.0243418815910949,0.0443461272707843,0.0081200116958213
2016-02-16,0.0257320719136107,0.0365459935274197,0.0218517591384403,0.0328902119600327,0.0123283015611856,0.0072342012694104,0.0206039168006264,0.0196751929647207,0.0414013340496508,0.0202864823687367
