Date,APA,BA,BAX,BMY,CMCSA,CNP,CPB,DE,HPQ,JCI,JPM,LUV,MMC,MO,MSFT,NI,PCAR,PSA,SEE,T,TGT,TMO,TXT,VZ,ZION
2016-01-05,-0.02025699319828811,0.0040572820975099955,0.004035399805759399,0.019692769579996883,0.00017944464577657193,0.009305350341134222,0.0036778780380015696,0.005783585161765359,0.009483037026452923,-0.011953405357810865,0.001729148895031285,0.011916087659883834,0.00828415889667089,0.020212661834769552,0.004562288037875506,0.01588136936173723,0.0002122771047463612,0.028236501195126884,0.009758131160704897,0.006986923963761216,0.017539177916914506,-0.0017295570659490167,0.002409420970181486,0.013734739799858398,-0.010857028601822694
2016-01-06,-0.11486289056090493,-0.015878613582974377,0.0024119017663086773,-0.017556421094271024,-0.007726627785128004,-0.012473018646205758,-0.0017358213472584705,-0.011238814308189515,-0.03586696648338006,-0.009551169916416358,-0.014435909052346041,0.009184997893468383,-0.012050224062639003,0.010589379047327263,-0.01816516832010795,0.005546644008274537,0.0002119744895698883,0.0015916877957151687,-0.01564683885164786,0.003107548739708088,-0.010154995429565217,-0.007653092695353414,-0.030047787198459797,-0.009034564138678425,-0.02914472478528196
2016-01-07,-0.051388937926036604,-0.041921858319351024,-0.016573403302553857,-0.027699371169515263,-0.011046710241439772,-0.01976940583146325,-0.012206476435267732,-0.008855646579824628,-0.046058301058527706,-0.02539393136188217,-0.04043972600648649,-0.021003463102865605,-0.007577253178392418,-0.01740734455652193,-0.0347829090254842,-0.022065893222447674,-0.03030979055367522,-0.01041068436344006,-0.03155665448470646,-0.016148135627142457,-0.002699722940273208,-0.022844596433305386,-0.02057018514470077,-0.0054923753350795135,-0.030019446379798698
2016-01-08,0.0027359243024582813,-0.02270504300750875,-0.016036495889733327,-0.025425208977780778,0.00109845712067691,-0.002240738522236274,0.005706561406755295,-0.016402537250979732,-0.017641677491409546,-0.001649046962044709,-0.022398990928144236,0.0061980458221571055,-0.013966508756425688,0.0017199286166267314,0.003067063991685215,-0.0015385886316613417,-0.011365598874389926,-0.0073077409311625985,-0.0014479140390838419,0.0008955042242833056,-0.0338387041925996,-0.001116532702584605,-0.011386493265185926,-0.00971941471152915,-0.011253974140559952
2016-01-11,-0.043383131481615766,0.0016925068125330789,-0.01685111326819444,-0.010215146400038067,0.0009147103769855391,-0.011791309680348583,0.0056741813424914245,0.005287252347905058,0.006616210264570377,0.00033038806527785347,-0.0015272843545454107,-0.004027674815881288,-0.014541830943347267,0.020947595253113294,-0.0005733420265180422,0.016435317453729725,0.0,0.00986935100186015,-0.0014504462770147386,0.012224106230132481,0.014569549637043488,0.005366773120305979,-0.004607114901811871,0.005799780070523841,-0.019918693638174667
2016-01-12,0.010267908001099224,0.013132429405033452,-0.003090694188047749,0.007303810275181455,0.0027412752964326437,-0.017045485057995302,0.040466839221620976,0.004990199600139578,0.015962564314227157,0.00957766575482677,0.002209582541626398,0.015223669933431161,0.009390470215685065,-0.0013452162684316482,0.009177821886587889,-0.012632088200240421,-0.0008846239112768606,0.0020024275835199834,0.00871434367773194,-0.001472795566922147,0.012980007608578426,0.015495077962956127,0.004885690144503352,-0.0035482965040982695,-0.004147939629987052
2016-01-13,0.005081774804375883,-0.02880533523800166,-0.01831997911545946,-0.03404803606542606,-0.0240570146761665,-0.013294943306545348,-0.012902145916553809,-0.017444750165446,-0.022181218922883272,-0.024861307196146876,-0.02747623871030691,-0.053420704972314326,-0.008354182210633665,-0.026945468502826198,-0.021599186875043253,-0.003582734732356707,-0.01969448434352794,-0.0032774645641272526,-0.021598133181989887,-0.004719749834830922,-0.02344602648730476,-0.02336265635162993,-0.02891531975998274,-0.01736019353617846,-0.04664736253674284
2016-01-14,0.040168874040034996,0.008429814920155598,0.013781101271151286,0.036390416416540505,0.028011245575522148,0.03280594181946661,0.013260238589958728,0.005189850676222241,0.0037806389615022695,0.013753818652365801,0.014998294708061577,0.0017325646551973328,0.025656129074205003,0.007615399528430933,0.02846637076513492,0.027221431734823165,0.03182839512007707,0.0015238583720245114,0.013490387462221198,0.016597608404511632,-0.017168842926734262,0.015099932018078688,0.00026403112449036037,0.01630775010496688,0.004369019955172915
2016-01-15,-0.045908658762023546,-0.02763160060655423,-0.005947370257430085,-0.011494297410184595,-0.021071886809832296,-0.01871780611881335,-0.009347550784730152,-0.006521952301027478,-0.04802260353455434,0.002316457759560464,-0.01993141890150507,-0.017296520415978067,-0.02538748429911941,-0.0175199083273746,-0.039917181875356866,-0.013000118993329424,-0.008750954185623439,-0.004724991794791467,-0.009196627148772674,-0.009038082176092699,-0.004687204654898802,-0.022313435429065387,-0.01606965810729366,-0.009805779973194872,-0.028273054707147804
2016-01-19,-0.024058906774437783,0.003422654608070008,0.007407604518893551,0.006849538417170287,0.0066802143994535435,0.011560790574537627,0.02528747349535143,-0.009026080940579995,-0.03461907530726693,0.007593059318340645,-0.0005258453555438969,-0.004274676512554421,-0.0011493142838288062,0.02097907765617535,-0.008432873784878558,0.015197836299789547,-0.0061793801564289375,0.007604090247107065,-0.024181604069579588,0.015298829700289174,-0.011986290342316352,0.016194179003632403,-0.014725995023240124,0.009902885489403657,-0.017904998863834343
