Date,AAPL,MSFT,GOOG,GOOGL,AMZN,NVDA,META,TSLA,BRK-B,LLY
2023-07-11,186.0044708251953,327.3793640136719,117.01444244384766,116.441650390625,128.77999877929688,42.3789176940918,296.6625061035156,269.7900085449219,343.3699951171875,432.2183837890625
2023-07-12,187.67581176757812,332.0369873046875,118.91316223144531,118.22099304199219,130.8000030517578,43.874996185302734,307.6521911621094,271.989990234375,345.3500061035156,433.4086608886719
2023-07-13,188.43731689453125,337.4133605957031,124.09237670898438,123.79754638671875,134.3000030517578,45.948726654052734,311.6999816894531,277.8999938964844,343.5400085449219,427.6049499511719
2023-07-14,188.585693359375,339.953857421875,124.95723724365234,124.67229461669922,134.67999267578125,45.4410400390625,307.18475341796875,281.3800048828125,341.0899963378906,442.1239929199219
2023-07-17,191.84922790527344,340.4364013671875,124.3210220336914,123.90689086914062,133.55999755859375,46.43242263793945,308.92523193359375,290.3800048828125,344.25,439.8418884277344
2023-07-18,191.59210205078125,353.98565673828125,123.3468017578125,123.0221939086914,132.8300018310547,47.464786529541016,310.3473815917969,293.3399963378906,345.3399963378906,443.835693359375
2023-07-19,192.9469757080078,349.6432189941406,122.05448150634766,121.30250549316406,135.36000061035156,47.04804229736328,314.28582763671875,291.260009765625,342.42999267578125,446.15716552734375
2023-07-20,190.99874877929688,341.5589294433594,118.82369995117188,118.4893798828125,129.9600067138672,45.49201202392578,300.86944580078125,262.8999938964844,346.6099853515625,456.2496643066406
2023-07-21,189.82188415527344,338.50634765625,119.59908294677734,119.30448913574219,130.0,44.2817497253418,292.6544494628906,260.0199890136719,345.760009765625,454.49871826171875
2023-07-24,190.6229248046875,339.8258361816406,121.1598129272461,120.80548858642578,128.8000030517578,44.58456039428711,290.0189208984375,269.05999755859375,349.6300048828125,451.8231201171875
2023-07-25,191.48333740234375,345.6059875488281,122.06443786621094,121.48143005371094,129.1300048828125,45.65090560913086,292.8633728027344,265.2799987792969,347.5799865722656,450.0721740722656
2023-07-26,192.35360717773438,332.59820556640625,128.8938446044922,128.49932861328125,128.14999389648438,45.42404556274414,296.9410095214844,264.3500061035156,349.79998779296875,446.1866149902344
2023-07-27,191.08773803710938,325.6562194824219,129.1025848388672,128.62857055664062,128.25,45.87177276611328,310.00927734375,255.7100067138672,349.30999755859375,447.563720703125
2023-07-28,193.6689453125,333.1889953613281,132.2240447998047,131.78961181640625,132.2100067138672,46.72124481201172,323.70416259765625,266.44000244140625,349.80999755859375,450.99676513671875
2023-07-31,194.28208923339844,330.7765808105469,132.3234405517578,131.92877197265625,133.67999267578125,46.70026397705078,316.8616638183594,267.42999267578125,351.9599914550781,447.1310119628906
2023-08-01,193.4513702392578,331.1901550292969,131.11065673828125,130.76573181152344,131.69000244140625,46.478397369384766,320.9492492675781,261.07000732421875,352.260009765625,445.69482421875
2023-08-02,190.4547882080078,322.4854736328125,127.87985229492188,127.6146469116211,128.2100067138672,44.24177551269531,312.5950927734375,254.11000061035156,351.19000244140625,447.0621337890625
2023-08-03,189.06036376953125,321.6583251953125,128.0091094970703,127.6842269897461,128.91000366210938,44.48762130737305,311.4812316894531,259.32000732421875,353.80999755859375,441.82891845703125
2023-08-04,179.98165893554688,322.7611999511719,127.78044128417969,127.34626007080078,139.57000732421875,44.65251922607422,309.0345764160156,253.86000061035156,349.989990234375,442.1535339355469
2023-08-07,176.8763427734375,325.05548095703125,131.1603546142578,130.74588012695312,142.22000122070312,45.38906478881836,314.8327941894531,251.4499969482422,362.5799865722656,446.6686096191406
2023-08-08,177.8158416748047,321.0576171875,131.06097412109375,130.6166229248047,139.94000244140625,44.636531829833984,310.9342041015625,249.6999969482422,363.7300109863281,513.086669921875
2023-08-09,176.22360229492188,317.29620361328125,129.38092041015625,128.88702392578125,137.85000610351562,42.527828216552734,303.54473876953125,242.19000244140625,358.0199890136719,517.6409912109375
2023-08-10,176.00604248046875,317.9854736328125,129.44061279296875,128.91685485839844,138.55999755859375,42.3619270324707,304.0718688964844,245.33999633789062,356.9800109863281,512.830810546875
2023-08-11,176.06544494628906,316.0948486328125,129.4008331298828,128.78761291503906,138.41000366210938,40.82986831665039,299.99420166015625,242.64999389648438,358.3500061035156,519.6575927734375
2023-08-14,177.71925354003906,319.0784606933594,131.05101013183594,130.5470733642578,140.57000732421875,43.72609329223633,304.5193786621094,239.75999450683594,358.4800109863281,530.3533935546875
2023-08-15,175.728759765625,316.93182373046875,129.50022888183594,129.0063018798828,137.6699981689453,43.91297149658203,300.3025207519531,232.9600067138672,354.5,538.8507690429688
2023-08-16,174.85728454589844,316.16217041015625,128.34707641601562,127.93272399902344,135.07000732421875,43.459259033203125,292.6842956542969,225.60000610351562,354.1099853515625,538.4761962890625
2023-08-17,172.31222534179688,312.6887512207031,129.68910217285156,129.1454620361328,133.97999572753906,43.31733703613281,283.53448486328125,219.22000122070312,353.19000244140625,530.0181884765625
2023-08-18,172.7974853515625,312.2940368652344,127.3530044555664,126.70013427734375,133.22000122070312,43.27236557006836,281.7045593261719,215.49000549316406,352.55999755859375,538.6635131835938
2023-08-21,174.13436889648438,317.62261962890625,128.16815185546875,127.60470581054688,134.67999267578125,46.938114166259766,288.3182678222656,231.27999877929688,352.0899963378906,542.2320556640625
2023-08-22,175.51087951660156,318.1949157714844,128.92364501953125,128.31048583984375,134.25,45.63991165161133,286.0307922363281,233.19000244140625,350.57000732421875,545.790771484375
